Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA,text,preview_date,home_team,away_team,url
E0,2013-03-31,aston villa,liverpool,1,2,A,1,0,H,L Mason,10,16,7,12,9,8,7,8,1,1,0,0,5.0,4.0,1.75,4.75,3.8,1.7,4.75,3.8,1.7,4.2,3.5,1.8,4.33,3.6,1.8,5.03,3.99,1.75,4.8,3.5,1.75,4.5,3.8,1.8,5.0,3.9,1.75,4.33,3.6,1.8,39,5.03,4.72,4.0,3.71,1.8,1.74,34,1.75,1.67,2.34,2.18,22,0.75,2.02,1.96,1.99,1.91,5.69,4.43,1.62,"When Villa won at Liverpool in December it was felt a corner had been turned under Paul Lambert. It proved a false dawn but victory against QPR two weeks ago kept the Midlands side just above the relegation zone amid further talk of a belated renaissance. It is a year since Villa fans learnt that their captain, Stilian Petrov, was suffering from acute leukaemia and Lambert has marked the anniversary by revealing the Bulgarian midfielder, whose contract runs out this summer, will be offered a youth coaching job next season. Louise Taylor",2013-03-29,aston villa,liverpool,https://www.theguardian.com/football/2013/mar/29/aston-villa-liverpool-squad-sheets
E0,2013-04-01,fulham,qpr,3,2,H,3,1,H,L Probert,9,19,5,11,11,7,3,6,2,1,1,0,2.0,3.6,4.0,1.91,3.4,4.0,1.91,3.4,4.0,1.85,3.45,4.0,1.95,3.5,3.75,2.04,3.6,3.95,2.0,3.2,4.0,2.0,3.4,4.0,2.0,3.6,4.0,1.91,3.4,4.0,39,2.05,1.98,3.6,3.42,4.1,3.82,37,2.02,1.91,1.95,1.88,20,-0.75,2.37,2.29,1.7,1.66,2.12,3.55,3.75,"Bobby Zamora is fit and Harry Redknapp could do with a goal from the former Fulham striker against Martin Jol's side. Bottom of the league and seven points adrift of 17th-placed Aston Villa, QPR need to win but neighbours boasting Dimitar Berbatov up front and the confidence stemming from beating Tottenham in their last game look far from ideal opponents. Redknapp, though, is confident that this meeting can kick-start a QPR revival. ""I'd be worried if performances were bad,"" he said. ""But we're playing well."" Louise Taylor",2013-03-29,fulham,qpr,https://www.theguardian.com/football/2013/mar/29/fulham-qpr-squad-sheets
E0,2013-04-06,norwich,swansea,2,2,D,1,1,D,M Oliver,12,16,9,9,8,16,2,5,5,3,0,0,2.63,3.3,2.9,2.6,3.1,2.8,2.6,3.1,2.8,2.3,3.3,2.9,2.5,3.2,2.8,2.67,3.33,2.9,2.7,3.1,2.7,2.5,3.3,2.88,2.7,3.3,2.8,2.4,3.2,3.0,39,2.7,2.56,3.4,3.25,2.91,2.78,36,2.18,2.06,1.81,1.76,23,-0.25,2.3,2.24,1.74,1.69,2.52,3.37,3.06,"Much has changed since Norwich's 4-3 victory over Swansea in December's reverse fixture. Defeat at Wigan last week means the hosts are well and truly in relegation trouble having tasted victory just once in their past six matches and found goals increasingly hard to come by. Swansea, meanwhile, travel to Carrow Road hoping to end their own poor run of three defeats on the bounce. February's Capital One Cup victory appears to have led to an inevitable hangover for Michael Laudrup's generally impressive side. Dean Rudge",2013-04-05,norwich,swansea,https://www.theguardian.com/football/2013/apr/05/norwich-city-swansea-city-squad-sheets
E0,2013-04-06,reading,southampton,0,2,A,0,1,A,M Jones,8,12,3,4,5,11,8,4,0,0,0,0,3.3,3.6,2.25,3.3,3.4,2.15,3.3,3.4,2.15,3.1,3.3,2.2,3.0,3.5,2.25,3.44,3.61,2.21,3.3,3.2,2.25,3.2,3.5,2.25,3.2,3.6,2.3,3.0,3.5,2.25,39,3.43,3.19,3.6,3.45,2.26,2.21,34,1.78,1.7,2.3,2.12,24,0.25,2.02,1.96,1.95,1.91,3.77,3.53,2.12,"Nigel Adkins is not fooling anyone with claims that he ""has nothing to prove"" against his former club. After a debut to forget versus Arsenal last week, Adkins will do everything in his power to make Southampton rue their decision to sack him and stem the rot that has seen Reading lose their past six games. Also eager to cement his credentials is Rickie Lambert, who has 14 goals in his past 31 appearances. For his manager, Mauricio Pochettino, the aim is to build on consecutive victories against Liverpool and Chelsea. Joshua Kaye",2013-04-05,reading,southampton,https://www.theguardian.com/football/2013/apr/05/reading-southampton-squad-sheets
E0,2013-04-06,stoke,aston villa,1,3,A,0,1,A,M Clattenburg,6,11,2,8,16,11,4,2,3,1,0,0,2.1,3.4,4.0,2.05,3.2,3.8,2.05,3.2,3.8,2.0,3.3,3.6,2.1,3.3,3.5,2.09,3.35,4.12,2.15,3.2,3.5,2.1,3.3,3.6,2.15,3.3,3.8,2.0,3.2,4.0,39,2.14,2.06,3.5,3.28,4.05,3.74,34,2.32,2.19,1.72,1.66,22,-0.25,1.81,1.77,2.16,2.11,2.14,3.32,3.97,"Should Aston Villa win this game, then Stoke could consider themselves involved in a relegation dogfight as they would sit only a point ahead of Paul Lambert's side. Lindsay Parsons, Stoke's chief scout, has apparently admitted his dislike of the direct style of Tony Pulis's team, which led to an impressive reaction from the manager, who said he likes ""strong characters"" around him. Pulis must hope his players are strong against a Villa side who have scored more goals on their travels than they have managed at home, 17 compared with 15. Jamie Jackson",2013-04-05,stoke,aston villa,https://www.theguardian.com/football/2013/apr/05/stoke-city-aston-villa-squad-sheets
E0,2013-04-06,west brom,arsenal,1,2,A,0,1,A,H Webb,16,11,5,6,7,15,6,4,2,4,0,1,4.1,3.7,1.95,4.1,3.5,1.87,4.1,3.5,1.87,3.8,3.45,1.9,4.0,3.5,1.9,4.19,3.69,1.96,4.0,3.3,1.95,4.0,3.75,1.91,3.9,3.75,2.0,3.8,3.5,1.91,39,4.33,3.93,3.75,3.51,2.0,1.93,36,1.78,1.73,2.22,2.1,24,0.25,2.33,2.24,1.74,1.68,5.08,4.01,1.74,"European concerns sit firmly at the forefront of Steve Clarke's and Arsène Wenger's minds ahead of this match. West Bromwich Albion are not far behind the Merseyside duo wrangling for a Europa League spot and will at least want to secure their highest Premier League finish. Arsenal, meanwhile, want the win that would put them in the top four for 24 hours at least. With the visitors still missing Theo Walcott and Jack Wilshere due to injury and West Brom having won their last two home games, the outcome of this game is far from obvious. Joshua Kaye",2013-04-05,west brom,arsenal,https://www.theguardian.com/football/2013/apr/05/west-brom-arsenal-squad-sheets
E0,2013-04-07,chelsea,sunderland,2,1,H,0,1,A,N Swarbrick,14,7,7,3,9,15,8,5,0,2,0,0,1.36,5.0,11.0,1.3,5.0,10.5,1.3,5.0,10.5,1.33,4.8,8.3,1.33,5.0,9.0,1.34,5.42,11.3,1.33,4.5,11.0,1.33,5.0,10.0,1.36,5.2,10.0,1.33,5.0,9.0,39,1.36,1.33,5.41,4.86,11.0,9.82,34,1.74,1.68,2.3,2.15,23,-1.5,2.03,1.96,1.94,1.9,1.28,6.12,12.98,"The focus up to now has been on whether Paolo Di Canio represents an acceptable appointment as Sunderland's manager on the basis of his political views, though this will offer a first indication as to whether he merits the position on footballing grounds. His is a daunting debut, even if Chelsea will presumably be much changed again from the lineups that beat Manchester United and Rubin Kazan this week. The Wearsiders, a solitary point clear of the cut-off, will crave some reward given that a derby with Newcastle and a visit from Everton await. Di Canio might already feel scorched by the reaction to his arrival. This will be another baptism of fire. Dominic Fifield",2013-04-05,chelsea,sunderland,https://www.theguardian.com/football/2013/apr/05/chelsea-sunderland-squad-sheets
E0,2013-04-07,liverpool,west ham,0,0,D,0,0,D,A Taylor,19,10,12,4,8,4,12,2,0,1,0,0,1.36,5.5,9.0,1.35,5.0,8.0,1.35,5.0,8.0,1.35,4.8,7.6,1.36,5.0,7.5,1.35,5.5,10.02,1.36,5.0,8.0,1.33,5.0,9.5,1.36,5.4,9.5,1.33,5.0,9.0,39,1.37,1.34,5.5,5.01,10.0,8.99,25,1.6,1.55,2.56,2.37,25,-1.5,1.99,1.94,1.96,1.92,1.31,5.83,11.5,"Only Reading have lost more Premier League away games this season than West Ham, and Sam Allardyce's side – minus the ineligible Andy Carroll against his parent club – will require a major transformation to upset a Liverpool team enjoying their best run of the campaign with four wins in five matches. Brendan Rodgers's men have scored 20 goals in their past six home league games, have averaged three per game in their past six in total and have scored more at this stage of a campaign (59) than in any of the past 17 seasons. Andy Hunter",2013-04-05,liverpool,west ham,https://www.theguardian.com/football/2013/apr/05/west-ham-liverpool-squad-sheets
E0,2013-04-07,newcastle,fulham,1,0,H,0,0,D,K Friend,20,5,10,3,13,11,10,3,2,2,0,0,2.1,3.5,3.8,2.0,3.25,3.9,2.0,3.25,3.9,1.95,3.4,3.6,2.1,3.4,3.4,2.11,3.51,3.83,2.05,3.4,3.6,2.1,3.4,3.6,2.15,3.6,3.5,2.0,3.4,3.75,39,2.1,2.01,3.55,3.4,4.19,3.73,34,1.89,1.81,2.09,1.98,22,-0.25,1.8,1.72,2.28,2.18,1.87,3.75,4.51,"While all the attention has focused on their noisy new Italian neighbour just down the road at Sunderland, the fact Newcastle are only two points better off than Paolo Di Canio's team has not escaped Alan Pardew. With Sunderland visiting St James' Park next Sunday, the Newcastle manager has dubbed this fixture a ""must win"" game. In an attempt to minimise post-Europa League fatigue, Newcastle stayed in Lisbon on Thursday night following their 3-1 defeat at Benfica rather than flying back to Tyneside in the early hours of Friday morning. Louise Taylor",2013-04-05,newcastle,fulham,https://www.theguardian.com/football/2013/apr/05/newcastle-united-fulham-squad-sheets
E0,2013-04-07,qpr,wigan,1,1,D,0,0,D,P Dowd,6,16,2,10,9,12,2,10,2,3,1,0,2.38,3.4,3.25,2.3,3.25,3.1,2.3,3.25,3.1,2.4,3.3,2.75,2.3,3.4,3.0,2.39,3.41,3.24,2.4,3.1,3.1,2.3,3.4,3.2,2.4,3.4,3.12,2.3,3.4,3.0,39,2.42,2.34,3.45,3.34,3.25,3.03,36,1.95,1.85,2.05,1.95,24,-0.25,2.08,2.03,1.89,1.84,2.45,3.43,3.12,"Last Monday's error-strewn defeat at Fulham prompted Harry Redknapp to state that Queens Park Rangers needed 14 points from their last seven games to avoid relegation. That target offers QPR a little wriggle room but should they lose this game then the lights can pretty much be turned out on their survival hopes. This is a ""six-pointer"" the hosts simply must win and it will not do their brittle confidence much good to know Wigan have won three of their past four games. QPR must hope Wigan minds are more focused on next week's FA Cup semi-final with Millwall. Sachin Nakrani",2013-04-05,qpr,wigan,https://www.theguardian.com/football/2013/apr/05/qpr-wigan-athletic-squad-sheets
E0,2013-04-07,tottenham,everton,2,2,D,1,1,D,A Marriner,19,9,10,5,14,8,7,6,1,1,0,0,2.2,3.4,3.6,2.25,3.25,3.2,2.25,3.25,3.2,2.1,3.3,3.3,2.2,3.3,3.2,2.2,3.46,3.61,2.2,3.2,3.4,2.25,3.3,3.4,2.2,3.5,3.3,2.1,3.4,3.3,35,2.25,2.18,3.4,3.26,3.65,3.42,32,2.24,2.06,1.81,1.74,19,-0.25,1.93,1.87,2.04,2.0,2.18,3.27,3.87,"Everton remain in control of their Champions League destiny, which might surprise people in London given they have scarcely paid heed to the role of David Moyes's team in the shake-up. The feeling has been that Everton will tail off, yet their tenacity, allied to their undoubted quality, has been impressive. They have won their past three league games and what they need to do now is win the final eight, including trips to Tottenham, Arsenal and Chelsea. They will fancy their chances against a Spurs side missing key personnel and fighting end-of-season-slump gremlins. David Hytner",2013-04-05,tottenham,everton,https://www.theguardian.com/football/2013/apr/05/tottenham-hotspur-everton
E0,2013-04-08,man united,man city,1,2,A,0,0,D,M Dean,16,9,7,5,13,18,9,4,3,5,0,0,2.3,3.5,3.3,2.2,3.4,3.2,2.2,3.4,3.2,2.0,3.3,3.6,2.2,3.4,3.2,2.24,3.48,3.5,2.3,3.0,3.4,2.25,3.5,3.4,2.3,3.5,3.3,2.2,3.4,3.4,37,2.3,2.2,3.52,3.32,3.6,3.33,34,1.83,1.75,2.2,2.06,22,-0.25,1.92,1.89,2.03,1.98,2.5,3.33,3.11,"Bragging rights have been replaced by title ambitions between the red and blue halves of Manchester but sadly for neutrals this season's fight will not go down to the wire. Manchester United, having opened up a 15-point gap over their neighbours, are cruising to a 20th championship and all City can hope for at Old Trafford is a burst of local pride. Even so, United would be wise to not get too confident and to remind themselves of last season's 6-1 derby thrashing on home turf – if they have forgotten it all. City will undoubtedly be going all out for victory once again. Dean Rudge",2013-04-05,man united,man city,https://www.theguardian.com/football/2013/apr/05/manchester-united-manchester-city-squad-sheets
E0,2013-04-13,arsenal,norwich,3,1,H,0,0,D,M Jones,10,5,7,5,8,10,9,3,1,2,0,0,1.25,6.5,14.0,1.23,6.0,11.5,1.23,6.0,11.5,1.25,5.5,10.3,1.25,6.0,10.0,1.26,6.54,13.85,1.25,5.5,13.0,1.25,6.0,13.0,1.25,6.5,13.0,1.25,6.0,10.0,40,1.26,1.24,6.6,5.94,14.0,12.09,28,1.57,1.48,2.66,2.54,25,-1.75,2.01,1.96,1.97,1.91,1.27,6.27,13.56,"Norwich are drawing their way, painstakingly, towards safety and with what would appear to be a favourable run-in, they might consider anything gained at the Emirates as a bonus. Their following three matches are against Reading, Stoke and Aston Villa. For Arsenal, though, the equation is simple. Win and leap into the Champions League places. Jack Wilshere and Theo Walcott are fit again and it feels set up for Arsenal to turn the screw on wavering Tottenham. Arsène Wenger's team have found momentum at the right time. David Hytner",2013-04-12,arsenal,norwich,https://www.theguardian.com/football/2013/apr/12/arsenal-norwich-city-squad-sheets
E0,2013-04-13,aston villa,fulham,1,1,D,0,0,D,P Dowd,15,8,7,3,5,15,8,5,1,2,0,0,2.3,3.3,3.5,2.25,3.2,3.25,2.25,3.2,3.25,2.2,3.3,3.1,2.2,3.3,3.25,2.31,3.42,3.39,2.3,3.1,3.3,2.3,3.4,3.2,2.38,3.4,3.2,2.3,3.25,3.1,40,2.31,2.25,3.42,3.3,3.5,3.21,37,2.01,1.94,1.95,1.86,25,-0.25,2.0,1.95,1.98,1.92,2.24,3.43,3.52,"With Wigan not playing until midweek, Aston Villa supporters will see this game as a chance to put distance between themselves and the team in 18th. Christian Benteke has scored 10 times in his last 11 games, while Gabriel Agbonlahor and Andreas Weimann have also been playing well of late. Fulham, meanwhile, were unlucky not to head south with at least a point from Newcastle last week and Martin Jol will not want to relinquish his side's position in the top 10. Dimitar Berbatov could again be a key man for the visitors. James Taylor",2013-04-12,aston villa,fulham,https://www.theguardian.com/football/2013/apr/12/squad-sheets-aston-villa-fulham
E0,2013-04-13,everton,qpr,2,0,H,1,0,H,L Mason,14,8,10,5,6,12,13,5,3,3,0,0,1.44,4.75,8.0,1.4,4.6,7.5,1.4,4.6,7.5,1.42,4.5,6.7,1.44,4.33,7.0,1.47,4.73,7.84,1.44,4.33,7.0,1.4,4.5,8.0,1.45,4.75,7.5,1.4,4.5,8.0,40,1.47,1.43,4.85,4.4,8.0,7.49,36,1.78,1.72,2.2,2.1,25,-1.0,1.76,1.71,2.26,2.2,1.47,4.51,8.36,"Harry Redknapp, fresh from ""the cruellest last kick"" he has suffered in football – Shaun Maloney's stoppage-time equaliser for Wigan last weekend – desperately requires a remedy at Goodison Park. QPR are seven points adrift of safety with six games remaining and face an Everton team needing a win for their own aim of European qualification. QPR's task is not helped by the return from suspension of Marouane Fellaini and Steven Pienaar, although they did win the corresponding fixture 1-0 last season. That seems an awfully long time ago. Andy Hunter",2013-04-12,everton,qpr,https://www.theguardian.com/football/2013/apr/12/everton-qpr-squad-sheets
E0,2013-04-13,reading,liverpool,0,0,D,0,0,D,M Clattenburg,7,26,5,15,9,8,4,9,2,1,0,0,8.0,4.75,1.45,7.25,4.33,1.44,7.25,4.33,1.44,6.1,4.0,1.5,6.5,4.2,1.5,7.35,4.74,1.49,7.0,4.0,1.5,6.5,4.5,1.5,7.0,4.75,1.5,6.5,4.5,1.44,40,8.0,7.01,4.75,4.38,1.5,1.46,28,1.64,1.57,2.5,2.33,26,1.0,2.25,2.18,1.79,1.72,7.82,4.88,1.45,"Having lost their past seven Premier League matches, equalling a club record, Reading are likely to be low on confidence. Nigel Adkins will have to be at his inspirational best but they still have a slim change of avoiding relegation and can take hope from Liverpool's inconsistent form. Brendan Rodgers's team have lost at Southampton and drawn with West Ham in their past three games. However, they should not be lacking for motivation given this is their final fixture before the 24th anniversary of the Hillsborough disaster. Sachin Nakrani",2013-04-12,reading,liverpool,https://www.theguardian.com/football/2013/apr/12/reading-liverpool-squad-sheets
E0,2013-04-13,southampton,west ham,1,1,D,0,0,D,M Dean,15,6,11,4,9,18,7,4,2,3,0,0,1.91,3.75,4.2,1.8,3.7,4.2,1.8,3.7,4.2,1.85,3.5,3.9,1.85,3.6,4.0,1.93,3.71,4.32,1.95,3.2,4.2,1.83,3.6,4.5,1.95,3.7,4.1,1.83,3.5,4.33,40,1.95,1.87,3.75,3.51,4.5,4.15,38,1.94,1.86,2.04,1.95,25,-0.75,2.25,2.18,1.8,1.73,1.78,3.83,5.05,"Short of a catastrophic collapse Southampton and West Ham are practically guaranteed a place in the Premier League next year but equally neither will want to rest on their laurels for the remainder of this campaign. The hosts come into this one having won their last three matches, against Liverpool, Chelsea and Reading, while West Ham are able to recall Andy Carroll, who scored twice in his last appearance for Sam Allardyce's side, the 3-1 victory over West Bromwich Albion at Upton Park a fortnight ago. James Taylor",2013-04-12,southampton,west ham,https://www.theguardian.com/football/2013/apr/12/southampton-west-ham-squad-sheets
E0,2013-04-14,newcastle,sunderland,0,3,A,0,1,A,H Webb,15,8,9,7,14,7,10,9,3,2,0,0,1.95,3.5,4.5,1.91,3.25,4.25,1.91,3.25,4.25,1.9,3.45,3.8,1.9,3.4,4.0,1.92,3.58,4.56,1.95,3.1,4.33,1.91,3.5,4.33,1.95,3.6,4.3,1.91,3.4,4.0,39,1.95,1.91,3.58,3.39,4.56,4.17,37,2.04,1.96,1.92,1.84,23,-0.25,1.7,1.66,2.4,2.28,1.85,3.51,5.14,"Newcastle's victory over Fulham last week means all the pressure is on Sunderland ahead of a potentially fiery Tyne-Wear derby. Add Paolo Di Canio into the mix and this becomes the most highly anticipated match between these two rivals for some time. Police have warned Newcastle supporters not to aim racist or offensive gestures at Di Canio, such as fascist salutes, and with Sunderland precariously placed above the relegation zone on goal difference alone, how the Italian would love a victory after a difficult opening two weeks as manager. James Riach",2013-04-12,newcastle,sunderland,https://www.theguardian.com/football/2013/apr/12/newcastle-united-sunderland-squad-sheets
E0,2013-04-14,stoke,man united,0,2,A,0,1,A,J Moss,13,9,4,3,9,9,3,7,1,1,0,0,7.0,3.9,1.6,6.5,3.75,1.55,6.5,3.75,1.55,5.1,3.6,1.65,6.0,3.75,1.57,6.94,4.12,1.58,6.5,3.4,1.62,6.0,3.8,1.62,6.25,4.0,1.62,6.0,3.75,1.57,39,7.0,6.35,4.12,3.75,1.65,1.58,37,2.1,2.01,1.86,1.79,27,1.0,1.89,1.85,2.12,2.02,6.48,4.03,1.62,"Stoke are dropping like a stone. They have won one of their past 13 league games and looked like relegation material against Aston Villa last Saturday. Sir Alex Ferguson, though, is taking nothing for granted. ""It's still a difficult place to go to,"" the United manager said ahead of the trip to the Britannia, where the league leaders have won on three of their past four visits. Ashley Young is injured but Jonny Evans is available and could return to a United side determined to bounce back from Monday's defeat against Manchester City. Stuart James",2013-04-12,stoke,man united,https://www.theguardian.com/football/2013/apr/12/stoke-city-manchester-united-squad-sheets
E0,2013-04-16,arsenal,everton,0,0,D,0,0,D,N Swarbrick,10,10,6,5,11,12,8,1,2,3,0,0,1.75,3.9,5.0,1.7,3.8,4.75,1.7,3.8,4.75,1.8,3.5,4.2,1.75,3.75,4.5,1.76,3.94,5.06,1.75,3.75,4.5,1.8,3.8,4.5,1.75,3.8,5.0,1.8,3.5,4.33,36,1.8,1.72,4.05,3.82,5.15,4.8,37,1.74,1.68,2.29,2.18,24,-0.75,1.95,1.89,2.04,1.99,1.74,3.7,5.5,,,,,
E0,2013-04-17,fulham,chelsea,0,3,A,0,2,A,M Dean,11,13,7,10,11,11,6,5,2,1,0,0,4.75,3.8,1.8,4.5,3.8,1.72,4.5,3.8,1.72,3.8,3.45,1.9,4.33,3.4,1.83,4.87,3.81,1.79,4.5,3.5,1.8,4.0,3.75,1.91,4.3,3.7,1.85,3.9,3.5,1.91,39,4.9,4.49,3.9,3.59,1.91,1.8,37,1.82,1.75,2.16,2.06,20,0.5,2.16,2.11,1.83,1.79,5.61,3.9,1.7,,,,,
E0,2013-04-17,man city,wigan,1,0,H,0,0,D,J Moss,10,8,4,6,12,5,5,4,2,1,0,0,1.25,6.5,14.0,1.23,6.0,11.5,1.23,6.0,11.5,1.27,5.5,9.0,1.25,6.0,12.0,1.28,6.07,13.44,1.22,6.0,12.0,1.22,6.25,15.0,1.36,4.75,9.0,1.22,6.0,12.0,39,1.28,1.25,6.5,5.94,15.0,11.36,26,1.56,1.5,2.7,2.5,23,-1.5,1.85,1.8,2.12,2.07,1.32,5.88,10.99,,,,,
E0,2013-04-17,west ham,man united,2,2,D,1,1,D,L Probert,10,15,4,9,9,7,2,5,1,0,0,0,5.5,3.9,1.7,5.0,3.75,1.67,5.0,3.75,1.67,5.1,3.6,1.65,5.5,3.5,1.66,5.71,4.1,1.66,5.5,3.5,1.67,5.5,3.8,1.67,5.75,3.8,1.7,5.5,3.6,1.67,39,5.8,5.38,4.12,3.72,1.7,1.66,37,1.84,1.77,2.15,2.04,23,1.0,1.8,1.74,2.22,2.16,5.11,3.82,1.78,,,,,
E0,2013-04-20,fulham,arsenal,0,1,A,0,1,A,A Marriner,7,10,5,7,13,8,7,3,0,2,1,1,5.0,4.0,1.75,4.75,3.8,1.7,4.75,3.8,1.7,4.2,3.5,1.8,4.5,3.75,1.75,5.05,3.91,1.76,4.5,3.5,1.8,5.0,3.75,1.73,4.6,4.0,1.8,4.75,3.75,1.7,39,5.1,4.74,4.0,3.72,1.8,1.74,35,1.76,1.67,2.31,2.17,24,0.75,1.98,1.94,1.97,1.93,6.4,4.3,1.57,"This could be a pivotal weekend for those chasing Champions League qualifying places, with Tottenham hosting Manchester City on Sunday while, on Saturday, Arsenal face a Fulham side who have failed to win in three matches. Triumph at Craven Cottage and Arsène Wenger's side could move five points clear of Spurs, albeit having played two games more before Tottenham's City date. The visitors should at least fancy their chances of scoring against a team who conceded three goals against Chelsea in a midweek encounter. Sachin Nakrani",2013-04-19,fulham,arsenal,https://www.theguardian.com/football/2013/apr/19/fulham-arsenal-squad-sheets
E0,2013-04-20,norwich,reading,2,1,H,0,0,D,M Dean,19,14,9,6,8,12,8,8,2,3,0,0,1.75,3.8,5.25,1.67,3.7,5.0,1.67,3.7,5.0,1.7,3.8,4.4,1.75,3.75,4.5,1.74,3.85,5.43,1.75,3.4,5.0,1.73,3.8,5.0,1.75,3.8,5.2,1.7,3.6,5.0,36,1.76,1.72,3.95,3.65,5.43,4.98,37,1.91,1.84,2.05,1.96,24,-0.75,1.94,1.9,2.02,1.97,1.8,3.61,5.33,Norwich will see this as an opportunity surely to put their Premier League survival beyond doubt and also banish any further questions about the Ricky van Wolfswinkel transfer into the bargain. Reading had an inspired display by Alex McCarthy to thank for a point against Liverpool in their last outing but before that they lost seven in a row have the look of a side who know they are doomed to relegation. John Ruddy could feature in the hosts' squad for the first time since suffering a thigh injury against former club Everton in November. Rich Flower,2013-04-19,norwich,reading,https://www.theguardian.com/football/2013/apr/19/norwich-city-reading-squad-sheets
E0,2013-04-20,qpr,stoke,0,2,A,0,1,A,C Foy,25,11,11,4,8,14,5,5,1,2,0,0,2.25,3.4,3.5,2.1,3.4,3.4,2.1,3.4,3.4,2.2,3.3,3.1,2.2,3.25,3.3,2.24,3.34,3.64,2.3,3.2,3.2,2.2,3.3,3.5,2.3,3.2,3.6,2.2,3.2,3.4,39,2.3,2.21,3.4,3.27,3.64,3.34,37,2.29,2.17,1.76,1.67,24,-0.25,1.94,1.9,2.04,1.97,2.21,3.21,3.91,"Stoke's victory over Liverpool on Boxing Day left the Potters in eighth place, three points ahead of Brendan Rodgers' team and two behind Arsenal. But since that win at the Britannia Tony Pulis's side have picked up only six points from 14 matches, the fewest in the Premier League by a clear margin. That has seen them plummet into the relegation scrap and while today's fixture cannot be labelled a six-pointer – QPR are surely too far gone for that to be relevant – it is for Stoke a vital opportunity to stop the rot before it is too late. John Ashdown",2013-04-19,qpr,stoke,https://www.theguardian.com/football/2013/apr/19/qpr-stoke-city-squad-sheets
E0,2013-04-20,sunderland,everton,1,0,H,1,0,H,P Dowd,8,8,4,5,6,15,3,10,1,2,0,0,3.4,3.4,2.3,3.4,3.3,2.15,3.4,3.3,2.15,3.0,3.3,2.25,3.2,3.3,2.25,3.53,3.37,2.27,3.2,3.2,2.3,3.5,3.3,2.2,3.4,3.4,2.3,3.25,3.2,2.25,39,3.55,3.3,3.4,3.29,2.31,2.23,37,2.14,2.06,1.86,1.76,24,0.25,2.0,1.95,1.95,1.91,3.51,3.3,2.31,"Paolo Di Canio finally gets to strut his stuff before the Sunderland crowd in his first home match in charge after opening his tenure at Chelsea and Newcastle. The controversial Italian has already secured a fair portion of adoration from those fans not interested in his politics after last Sunday's emphatic 3-0 win at St James's Park in the Tyne-Wear derby. While his mission is to keep Sunderland up, David Moyes's Everton still cling to faint hopes of qualifying for Champions League football so a draw is unsatisfactory for either team. Jamie Jackson",2013-04-19,sunderland,everton,https://www.theguardian.com/football/2013/apr/19/sunderland-everton-squad-sheets
E0,2013-04-20,swansea,southampton,0,0,D,0,0,D,M Halsey,14,9,7,5,11,13,7,2,0,0,0,0,2.38,3.5,3.1,2.25,3.3,3.1,2.25,3.3,3.1,2.3,3.1,3.1,2.2,3.4,3.1,2.38,3.45,3.22,2.4,3.1,3.1,2.3,3.5,3.13,2.4,3.5,3.1,2.3,3.4,3.0,39,2.4,2.32,3.55,3.36,3.22,3.04,37,1.84,1.75,2.16,2.06,24,-0.25,2.06,2.02,1.88,1.85,2.27,3.41,3.45,"Southampton have found form at just the right time this season, with a five-match unbeaten run that could prove crucial in their quest to survive in the top flight, while Swansea appear to have suffered a Carling Cup hangover since winning the trophy in February. With Europa League qualification already secured, Michael Laudrup's main concern could be motivating his players for the last few games, although the end-of-season lull does provide him with a chance to ease Neil Taylor back into the side after a long absence with a broken ankle. Rich Flower",2013-04-19,swansea,southampton,https://www.theguardian.com/football/2013/apr/19/swansea-city-sunderland-squad-sheets
E0,2013-04-20,west brom,newcastle,1,1,D,0,1,A,M Jones,8,10,4,6,9,10,15,2,0,2,0,0,2.25,3.5,3.4,2.25,3.2,3.25,2.25,3.2,3.25,2.25,3.3,3.0,2.2,3.4,3.2,2.25,3.55,3.41,2.3,3.2,3.2,2.1,3.5,3.4,2.3,3.5,3.25,2.25,3.4,3.1,39,2.3,2.22,3.55,3.35,3.5,3.25,37,1.84,1.77,2.18,2.04,24,-0.25,1.95,1.91,2.02,1.96,2.43,3.43,3.15,"Newcastle have plenty to play for here. Alan Pardew will expect a positive reaction after the humiliating home defeat against Sunderland last Sunday and his players also need a few points to banish any lingering relegation fears. Newcastle, who will be without Tim Krul, Cheik Tioté, Fabricio Coloccini and Sylvain Marveaux, have won only once away all season, although this may be a good time to face an Albion side who have faded after a superb start. The hosts' Youssouf Mulumbu serves the second game of his three-match suspension. Stuart James",2013-04-19,west brom,newcastle,https://www.theguardian.com/football/2013/apr/19/west-brom-newcastle-united-squad-sheets
